Listing ID,Employee Name,Client Name,Date of Transaction,Status,Final Price,Agent Fee Percentage
5144236342,"Carlson, Megan","Vaughn, Rebecca",2022-06-01,pending sale,,
5144236342,"Carlson, Megan","Vaughn, Rebecca",2022-06-29,sold,1345583.89,3.1663384220393604
6292456399,"Campos, Michael","Medina, Kristina",2021-10-28,pending sale,,
6292456399,"Campos, Michael",,2021-11-05,relisted,,
5160779813,"Hodges, Patrick","Young, Amy",2022-09-27,pending sale,,
5160779813,"Hodges, Patrick",,2022-10-22,relisted,,
6938700536,"Barnes, Michael","Evans, Daniel",2021-04-25,pending sale,,
6938700536,"Barnes, Michael",,2021-05-24,relisted,,
8942178278,"Koch, Luis","Moore, Jesse",2022-02-20,pending sale,,
8942178278,"Koch, Luis",,2022-03-01,relisted,,
6283544943,"Miller, Danielle","Mcbride, Michael",2024-04-12,pending sale,,
6283544943,"Miller, Danielle",,2024-05-11,relisted,,
1150649093,"Williams, Kristy","Romero, Jessica",2022-10-02,pending rental,,
1150649093,"Williams, Kristy","Romero, Jessica",2022-10-07,rented,5401.72,100
9412150180,"Shaw, Thomas","Morton, John",2023-02-19,pending rental,,
9412150180,"Shaw, Thomas",,2023-03-09,relisted,,
8559541592,"Shaw, Thomas","Mullins, Katherine",2022-07-27,pending rental,,
8559541592,"Shaw, Thomas","Mullins, Katherine",2022-08-03,rented,4520.11,100
3900966687,"Adams, Ashley","Price, Deanna",2021-11-09,pending rental,,
3900966687,"Adams, Ashley",,2021-12-01,relisted,,
3679458786,"Obrien, Stephanie","Lloyd, Judy",2022-07-26,pending sale,,
3679458786,"Obrien, Stephanie",,2022-08-06,relisted,,
6772354521,"Johnson, Angelica","Rodriguez, Stephanie",2023-01-25,pending sale,,
6772354521,"Johnson, Angelica",,2023-02-01,relisted,,
3214084026,"Garrett, Raymond","Davis, Joseph",2023-10-08,pending rental,,
3214084026,"Garrett, Raymond",,2023-11-07,relisted,,
5511678597,"Wood, Katelyn","Webb, James",2022-07-06,pending rental,,
5511678597,"Wood, Katelyn","Webb, James",2022-07-10,rented,4866.67,100
2111036008,"Davis, Ashley","Garza, Robin",2023-01-20,pending sale,,
2111036008,"Davis, Ashley","Garza, Robin",2023-02-04,sold,903881.91,3.467858958139467
2922953139,"Gray, Christina","Dillon, Ryan",2023-12-29,pending sale,,
2922953139,"Gray, Christina",,2024-01-14,relisted,,
6279184779,"Bell, Christopher","Merritt, Danielle",2022-09-19,pending rental,,
6279184779,"Bell, Christopher","Merritt, Danielle",2022-09-26,rented,3147.16,100
8647390847,"Coffey, Patrick","Collier, Stacey",2022-08-21,pending rental,,
8647390847,"Coffey, Patrick",,2022-08-31,relisted,,
4606363264,"Hill, Allen","Johnson, Dylan",2022-01-13,pending rental,,
4606363264,"Hill, Allen","Johnson, Dylan",2022-01-24,rented,4427.07,100
1700134563,"Watson, Anthony","Davis, Ronald",2022-08-13,pending rental,,
1700134563,"Watson, Anthony","Davis, Ronald",2022-08-20,rented,2697.76,100
9093324657,"Wheeler, Michelle","Nelson, April",2023-02-03,pending rental,,
9093324657,"Wheeler, Michelle","Nelson, April",2023-02-21,rented,3401.13,100
9822599438,"Hill, Allen","Lloyd, Daniel",2022-12-16,pending sale,,
9822599438,"Hill, Allen",,2022-12-28,relisted,,
4494094480,"Murillo, Lydia","Lee, April",2023-02-10,pending rental,,
4494094480,"Murillo, Lydia",,2023-03-10,relisted,,
2511521693,"Sims, Roberto","Joseph, Samantha",2023-11-01,pending sale,,
2511521693,"Sims, Roberto","Joseph, Samantha",2023-11-26,sold,1864657.93,4.681395525046553
4352473165,"Walker, Aaron","Alvarez, Tyler",2021-08-05,pending rental,,
4352473165,"Walker, Aaron","Alvarez, Tyler",2021-08-17,rented,3989.85,100
8161561078,"Brennan, Lindsay","Phillips, Carl",2023-07-03,pending rental,,
8161561078,"Brennan, Lindsay","Phillips, Carl",2023-07-17,rented,5405.87,100
1498534408,"Fletcher, Margaret","Hoffman, Jessica",2023-08-12,pending sale,,
1498534408,"Fletcher, Margaret","Hoffman, Jessica",2023-08-23,sold,1388032.52,4.833320877841313
6331197523,"Skinner, Aaron","Mccormick, Raymond",2022-05-30,pending sale,,
6331197523,"Skinner, Aaron",,2022-06-08,relisted,,
7956795131,"Parker, Stephanie","Carney, Annette",2023-09-06,pending rental,,
7956795131,"Parker, Stephanie",,2023-09-24,relisted,,
1870199068,"Taylor, Jessica","Jimenez, Michelle",2023-07-13,pending sale,,
1870199068,"Taylor, Jessica","Jimenez, Michelle",2023-08-08,sold,488346.06,5.717218714870466
2263496690,"Lopez, Katherine","Gardner, Erika",2023-09-27,pending rental,,
2263496690,"Lopez, Katherine","Gardner, Erika",2023-10-07,rented,2567.55,100
8878730027,"Lowery, Michael","Pruitt, Diane",2023-07-22,pending sale,,
8878730027,"Lowery, Michael","Pruitt, Diane",2023-08-14,sold,2046978.18,4.630812614302232
1898064085,"Williams, Kristy","Montoya, Jason",2021-12-14,pending rental,,
1898064085,"Williams, Kristy","Montoya, Jason",2022-01-05,rented,5434.63,100
4591979194,"White, Gregory","Newton, Tiffany",2022-08-31,pending rental,,
4591979194,"White, Gregory","Newton, Tiffany",2022-09-02,rented,4916.35,100
1038154948,"Davis, Craig","Huang, Richard",2021-08-19,pending rental,,
1038154948,"Davis, Craig","Huang, Richard",2021-09-05,rented,3794.74,100
4253468332,"Wise, David","Simpson, Stephanie",2023-04-02,pending sale,,
4253468332,"Wise, David",,2023-04-12,relisted,,
3355553533,"Miller, Alejandro","Davis, Lori",2023-11-13,pending rental,,
3355553533,"Miller, Alejandro","Davis, Lori",2023-12-13,rented,3091.06,100
6154413518,"Mcgrath, Alison","Romero, Jessica",2023-09-12,pending sale,,
6154413518,"Mcgrath, Alison",,2023-09-23,relisted,,
5681926325,"Terry, Zachary","Hernandez, Jerry",2022-12-15,pending rental,,
5681926325,"Terry, Zachary",,2022-12-30,relisted,,
9289364208,"Mata, Miranda","Taylor, Dawn",2022-01-10,pending sale,,
9289364208,"Mata, Miranda",,2022-02-01,relisted,,
8088766599,"Galvan, Alyssa","Watts, Jamie",2022-09-08,pending sale,,
8088766599,"Galvan, Alyssa",,2022-10-04,relisted,,
3681532260,"Anderson, Joseph","Wallace, Michael",2023-03-14,pending sale,,
3681532260,"Anderson, Joseph",,2023-03-15,relisted,,
3163319023,"Miller, Danielle","Young, Matthew",2024-04-16,pending rental,,
3163319023,"Miller, Danielle","Young, Matthew",2024-05-03,rented,5217.3,100
3594117987,"Lopez, Katherine","Miller, Kristin",2023-09-03,pending sale,,
3594117987,"Lopez, Katherine","Miller, Kristin",2023-09-05,sold,1986988.03,3.357813160709232
8624432614,"Lewis, Kara","Benson, Michelle",2022-02-27,pending rental,,
8624432614,"Lewis, Kara","Benson, Michelle",2022-03-27,rented,3029.89,100
5556972179,"Coleman, Katherine","Bryan, Kayla",2024-04-17,pending rental,,
5556972179,"Coleman, Katherine","Bryan, Kayla",2024-05-13,rented,5188.57,100
1686652093,"Cameron, Katie","Moore, David",2023-05-12,pending sale,,
1686652093,"Cameron, Katie",,2023-05-26,relisted,,
5450628420,"Skinner, Aaron","Barton, Christine",2022-01-03,pending rental,,
5450628420,"Skinner, Aaron",,2022-01-18,relisted,,
7118113128,"Clements, Derek","Evans, Brittany",2022-05-07,pending rental,,
7118113128,"Clements, Derek","Evans, Brittany",2022-05-30,rented,2359.61,100
6226710578,"Davis, Ashley","Ball, Brian",2023-03-02,pending sale,,
6226710578,"Davis, Ashley",,2023-03-23,relisted,,
7502303097,"Cruz, Pamela","Edwards, Andrew",2022-07-02,pending sale,,
7502303097,"Cruz, Pamela","Edwards, Andrew",2022-07-28,sold,1442585.02,4.216496425451059
6086574536,"Greene, Courtney","Hill, Lisa",2023-03-03,pending rental,,
6086574536,"Greene, Courtney","Hill, Lisa",2023-03-22,rented,3893.75,100
2627390594,"Dodson, Rhonda","Carroll, Sheila",2022-11-22,pending rental,,
2627390594,"Dodson, Rhonda",,2022-11-23,relisted,,
7767816961,"Cameron, Katie","Black, Paul",2024-04-17,pending sale,,
7767816961,"Cameron, Katie",,2024-05-01,relisted,,
5030726098,"Pham, Karen","Porter, Sonia",2024-04-14,pending sale,,
5030726098,"Pham, Karen","Porter, Sonia",2024-04-24,sold,1369155.55,3.918081257621886
6261089207,"Miller, Alejandro","Bolton, Kristin",2021-10-24,pending rental,,
6261089207,"Miller, Alejandro","Bolton, Kristin",2021-10-26,rented,3694.82,100
6720145710,"Jones, Sarah","Martin, Kelli",2022-09-10,pending sale,,
6720145710,"Jones, Sarah",,2022-10-05,relisted,,
7838274707,"Olson, Andrea","Mitchell, Thomas",2021-07-09,pending sale,,
7838274707,"Olson, Andrea",,2021-07-12,relisted,,
1298770633,"Erickson, Dakota","Franco, Vincent",2023-05-18,pending sale,,
1298770633,"Erickson, Dakota",,2023-06-13,relisted,,
9230567878,"Garrett, Raymond","Martinez, Robert",2023-12-28,pending sale,,
9230567878,"Garrett, Raymond","Martinez, Robert",2024-01-18,sold,161501.17,5.339872810280529
9549689207,"Williams, Kristy","Cooley, Anthony",2023-11-12,pending rental,,
9549689207,"Williams, Kristy","Cooley, Anthony",2023-11-28,rented,2311.55,100
2578207427,"Leon, Patrick","Martinez, Kimberly",2021-08-11,pending sale,,
2578207427,"Leon, Patrick",,2021-08-25,relisted,,
3262393532,"Hopkins, Andrew","Winters, Grace",2024-01-13,pending sale,,
3262393532,"Hopkins, Andrew","Winters, Grace",2024-02-09,sold,1049648.25,3.8956838399859506
7349517952,"Mcgrath, Alison","Austin, Jennifer",2021-11-07,pending sale,,
7349517952,"Mcgrath, Alison",,2021-12-03,relisted,,
9396235294,"Hodges, Patrick","Jenkins, Melissa",2022-09-06,pending sale,,
9396235294,"Hodges, Patrick","Jenkins, Melissa",2022-09-14,sold,184361.0,3.170826688184803
9955273574,"Cordova, Virginia","Robertson, Adam",2022-12-28,pending sale,,
9955273574,"Cordova, Virginia","Robertson, Adam",2023-01-27,sold,2064543.89,3.460266392449756
2499552477,"Hines, Monica","Harris, Mason",2023-04-24,pending sale,,
2499552477,"Hines, Monica","Harris, Mason",2023-05-01,sold,1484917.02,4.5427719708225425
9454997781,"Murillo, Lydia","Moore, David",2021-05-21,pending rental,,
9454997781,"Murillo, Lydia",,2021-06-01,relisted,,
4637386401,"Carlson, Megan","Bernard, Francisco",2022-12-07,pending sale,,
4637386401,"Carlson, Megan",,2022-12-11,relisted,,
6891884807,"Murillo, Lydia","Frazier, Kimberly",2023-11-08,pending sale,,
6891884807,"Murillo, Lydia",,2023-11-14,relisted,,
4538817110,"Moore, Robert","Grimes, Emily",2023-12-15,pending sale,,
4538817110,"Moore, Robert","Grimes, Emily",2024-01-07,sold,125145.28,5.943671483831862
5302332867,"Ross, Molly","Kelley, Zachary",2021-07-15,pending rental,,
5302332867,"Ross, Molly",,2021-07-19,relisted,,
1321031354,"Lee, Melissa","Olson, Brandon",2024-02-25,pending sale,,
1321031354,"Lee, Melissa",,2024-03-03,relisted,,
1104640131,"Terry, Zachary","Foley, William",2021-10-19,pending rental,,
1104640131,"Terry, Zachary",,2021-11-07,relisted,,
4244638455,"Grant, Douglas","Roberson, Carlos",2023-08-01,pending rental,,
4244638455,"Grant, Douglas","Roberson, Carlos",2023-08-18,rented,2192.79,100
7471173810,"Garcia, Hannah","Webster, Garrett",2022-06-11,pending sale,,
7471173810,"Garcia, Hannah","Webster, Garrett",2022-07-04,sold,1557480.04,5.6027029281718725
9305686804,"Marshall, Nicole","Baker, Bridget",2022-08-24,pending sale,,
9305686804,"Marshall, Nicole",,2022-09-17,relisted,,
4818535001,"Gonzales, Catherine","Holt, Rebecca",2022-06-13,pending rental,,
4818535001,"Gonzales, Catherine","Holt, Rebecca",2022-07-12,rented,5094.79,100
6922845747,"Obrien, Stephanie","Roberts, Michelle",2024-03-22,pending sale,,
6922845747,"Obrien, Stephanie","Roberts, Michelle",2024-04-12,sold,993686.89,3.126656016933504
2054615749,"Cruz, Connie","Daniels, Victor",2023-12-12,pending rental,,
2054615749,"Cruz, Connie",,2023-12-26,relisted,,
6934195532,"Miller, Alejandro","Fuller, Daniel",2021-05-14,pending sale,,
6934195532,"Miller, Alejandro","Fuller, Daniel",2021-05-22,sold,1626232.03,5.994335211062355
8320502579,"Miller, Alejandro","Melton, Ashley",2021-07-04,pending rental,,
8320502579,"Miller, Alejandro",,2021-07-16,relisted,,
3909501309,"Frye, Angela","Russo, Samantha",2024-01-31,pending sale,,
3909501309,"Frye, Angela",,2024-02-29,relisted,,
4884288880,"Bell, Christopher","Hudson, Christopher",2023-08-28,pending sale,,
4884288880,"Bell, Christopher",,2023-09-21,relisted,,
3332946132,"Marshall, Nicole","Gonzales, Jennifer",2023-08-30,pending rental,,
3332946132,"Marshall, Nicole",,2023-09-03,relisted,,
7478240090,"Norris, Joshua","Smith, Justin",2023-08-30,pending sale,,
7478240090,"Norris, Joshua","Smith, Justin",2023-09-20,sold,1229504.14,5.509729111970976
6322668887,"Parker, Stephanie","Simpson, Peggy",2022-05-27,pending sale,,
6322668887,"Parker, Stephanie",,2022-06-03,relisted,,
2670390170,"Thomas, Kenneth","David, Miranda",2023-06-11,pending rental,,
2670390170,"Thomas, Kenneth",,2023-06-30,relisted,,
2785763636,"Watson, Anthony","Davila, Holly",2022-07-24,pending sale,,
2785763636,"Watson, Anthony",,2022-08-14,relisted,,
7404220301,"Jones, Sarah","Nguyen, Theodore",2023-03-29,pending rental,,
7404220301,"Jones, Sarah","Nguyen, Theodore",2023-04-24,rented,3800.88,100
1385863498,"Olsen, Ann","Hart, Brandon",2022-12-10,pending rental,,
1385863498,"Olsen, Ann","Hart, Brandon",2022-12-19,rented,4619.07,100
9486026893,"Meyer, Valerie","Morgan, Deanna",2021-06-01,pending sale,,
9486026893,"Meyer, Valerie","Morgan, Deanna",2021-06-29,sold,1853644.15,4.218572556833606
1230438908,"Morse, Randy","Mcdaniel, Jeffrey",2022-04-09,pending sale,,
1230438908,"Morse, Randy","Mcdaniel, Jeffrey",2022-04-28,sold,1353721.26,3.3184217152299325
9901288001,"Murillo, Lydia","Turner, Melissa",2023-07-09,pending rental,,
9901288001,"Murillo, Lydia",,2023-07-28,relisted,,
3270691712,"Romero, Diane","Wilcox, Timothy",2023-07-20,pending rental,,
3270691712,"Romero, Diane","Wilcox, Timothy",2023-08-13,rented,3297.13,100
9553939452,"Cruz, Connie","Smith, Scott",2022-04-11,pending sale,,
9553939452,"Cruz, Connie","Smith, Scott",2022-05-02,sold,1016071.37,4.193563592649743
8388878124,"Norris, Joshua","Sawyer, Michael",2023-04-11,pending rental,,
8388878124,"Norris, Joshua","Sawyer, Michael",2023-04-17,rented,3219.86,100
5268684515,"Hughes, Jennifer","Harding, Raymond",2021-10-22,pending sale,,
5268684515,"Hughes, Jennifer",,2021-10-29,relisted,,
1093922792,"Garrett, Raymond","Alexander, Robert",2023-05-13,pending sale,,
1093922792,"Garrett, Raymond",,2023-06-11,relisted,,
9796461700,"Mata, Miranda","Lara, Michael",2021-10-24,pending rental,,
9796461700,"Mata, Miranda",,2021-11-09,relisted,,
8972739308,"Perry, Cynthia","Carr, Dan",2023-12-01,pending sale,,
8972739308,"Perry, Cynthia","Carr, Dan",2023-12-05,sold,439486.7,3.2651349524884012
7524160810,"Brown, Ryan","Valenzuela, Brandon",2022-04-28,pending rental,,
7524160810,"Brown, Ryan","Valenzuela, Brandon",2022-05-27,rented,4253.82,100
7060255392,"Marshall, Nicole","Alexander, Laura",2023-11-22,pending rental,,
7060255392,"Marshall, Nicole",,2023-12-18,relisted,,
8101018455,"Murillo, Lydia","Vasquez, Jacqueline",2023-04-08,pending sale,,
8101018455,"Murillo, Lydia",,2023-04-22,relisted,,
6760778575,"Davis, Craig","Jimenez, Maria",2021-11-23,pending sale,,
6760778575,"Davis, Craig","Jimenez, Maria",2021-12-06,sold,798393.38,3.155040172280941
9411822329,"Sims, Roberto","Alvarez, Tyler",2022-11-27,pending rental,,
9411822329,"Sims, Roberto","Alvarez, Tyler",2022-12-24,rented,2921.37,100
6734628001,"Barry, Megan","Wall, Gabriel",2022-08-19,pending rental,,
6734628001,"Barry, Megan",,2022-09-06,relisted,,
1351781542,"Watson, Anthony","Curtis, Patrick",2021-06-06,pending sale,,
1351781542,"Watson, Anthony","Curtis, Patrick",2021-06-18,sold,915104.78,3.821359670182273
2102813362,"Hill, Allen","Williamson, Tyrone",2023-07-27,pending sale,,
2102813362,"Hill, Allen","Williamson, Tyrone",2023-08-09,sold,686196.84,3.3873681642037634
8389498935,"Miller, Alejandro","Smith, Courtney",2023-10-07,pending sale,,
8389498935,"Miller, Alejandro",,2023-10-26,relisted,,
1128176994,"Bradley, Michael","Wilkinson, Juan",2023-06-23,pending sale,,
1128176994,"Bradley, Michael",,2023-07-23,relisted,,
4864650483,"Frye, Angela","Reid, Timothy",2024-03-09,pending rental,,
4864650483,"Frye, Angela","Reid, Timothy",2024-03-22,rented,3722.96,100
5285049546,"Fry, Joseph","Tucker, Michael",2022-08-27,pending rental,,
5285049546,"Fry, Joseph","Tucker, Michael",2022-09-07,rented,4186.53,100
5582053639,"Taylor, Richard","Walker, Rodney",2022-07-26,pending sale,,
5582053639,"Taylor, Richard",,2022-07-31,relisted,,
3019641457,"Zimmerman, Melissa","Baker, Bridget",2023-08-25,pending sale,,
3019641457,"Zimmerman, Melissa",,2023-08-26,relisted,,
9695416312,"Romero, Diane","Johnson, Dustin",2021-12-11,pending sale,,
9695416312,"Romero, Diane",,2022-01-08,relisted,,
5094598910,"Marshall, Nicole","Greene, Adrienne",2022-03-28,pending sale,,
5094598910,"Marshall, Nicole",,2022-04-11,relisted,,
7676905358,"Cordova, Virginia","Smith, Michael",2021-09-11,pending rental,,
7676905358,"Cordova, Virginia",,2021-09-26,relisted,,
4536765319,"Coffey, Patrick","Johnson, Timothy",2022-01-28,pending sale,,
4536765319,"Coffey, Patrick","Johnson, Timothy",2022-02-09,sold,1653785.7,4.68936726240343
4504696225,"Wise, David","Smith, Malik",2023-01-18,pending rental,,
4504696225,"Wise, David",,2023-01-26,relisted,,
1898549953,"Roman, Gabriela","Jenkins, Robert",2022-09-16,pending sale,,
1898549953,"Roman, Gabriela","Jenkins, Robert",2022-10-04,sold,740132.66,3.700534521278136
6970693475,"Clements, Derek","Perez, Kyle",2022-06-08,pending sale,,
6970693475,"Clements, Derek","Perez, Kyle",2022-06-10,sold,560952.9,3.11076781579119
6451127039,"Bradley, Michael","Hart, Emily",2023-07-03,pending rental,,
6451127039,"Bradley, Michael",,2023-07-11,relisted,,
6728918361,"Shaffer, Jacqueline","James, Sonia",2023-03-17,pending rental,,
6728918361,"Shaffer, Jacqueline","James, Sonia",2023-03-24,rented,2079.11,100
4458034780,"Zimmerman, Melissa","Shannon, Richard",2022-05-14,pending rental,,
4458034780,"Zimmerman, Melissa","Shannon, Richard",2022-06-13,rented,3975.01,100
9698257382,"Wood, Katelyn","Cook, George",2024-03-14,pending sale,,
9698257382,"Wood, Katelyn","Cook, George",2024-04-03,sold,995242.85,3.1055873832511653
2638728967,"Miller, Alejandro","Phillips, Carl",2023-03-03,pending sale,,
2638728967,"Miller, Alejandro","Phillips, Carl",2023-03-17,sold,441222.74,3.305876106698766
3844568632,"Marshall, Nicole","Smith, Michael",2021-06-01,pending sale,,
3844568632,"Marshall, Nicole",,2021-06-16,relisted,,
9224117722,"Wheeler, Michelle","Mclaughlin, Jennifer",2022-12-27,pending rental,,
9224117722,"Wheeler, Michelle","Mclaughlin, Jennifer",2023-01-14,rented,2593.86,100
7205486921,"Willis, Stephanie","Fischer, Lisa",2022-11-13,pending rental,,
7205486921,"Willis, Stephanie",,2022-11-30,relisted,,
9181362183,"Patton, Colton","Ortega, Benjamin",2022-02-10,pending sale,,
9181362183,"Patton, Colton",,2022-03-07,relisted,,
2347058726,"Garcia, Hannah","Meyer, Valerie",2023-03-15,pending sale,,
2347058726,"Garcia, Hannah",,2023-03-31,relisted,,
9572743800,"Williams, Kristy","Buchanan, Philip",2021-07-07,pending sale,,
9572743800,"Williams, Kristy",,2021-07-29,relisted,,
3328240810,"Paul, Ashley","Patrick, Michele",2023-06-02,pending rental,,
3328240810,"Paul, Ashley","Patrick, Michele",2023-06-28,rented,4970.64,100
8242571301,"Grant, Douglas","Gibbs, Angela",2023-06-11,pending rental,,
8242571301,"Grant, Douglas","Gibbs, Angela",2023-06-21,rented,2875.79,100
6397177593,"Jones, Sarah","Galloway, Angela",2023-07-06,pending rental,,
6397177593,"Jones, Sarah",,2023-07-28,relisted,,
3790147047,"Skinner, Aaron","Vazquez, Heather",2023-04-10,pending rental,,
3790147047,"Skinner, Aaron","Vazquez, Heather",2023-04-18,rented,3848.91,100
8583859458,"Smith, Joshua","Alvarez, Rebecca",2022-11-09,pending sale,,
8583859458,"Smith, Joshua","Alvarez, Rebecca",2022-11-12,sold,438711.22,4.658662552137223
7317473974,"Holland, Kristy","Bennett, Stephanie",2022-10-17,pending sale,,
7317473974,"Holland, Kristy",,2022-11-14,relisted,,
4214713307,"Mcgrath, Alison","Gonzales, Patrick",2021-08-18,pending rental,,
4214713307,"Mcgrath, Alison",,2021-08-30,relisted,,
3395952851,"Wheeler, Michelle","Chung, Cassandra",2021-08-17,pending rental,,
3395952851,"Wheeler, Michelle",,2021-08-18,relisted,,
4286024231,"Andrews, Faith","Thompson, Tammy",2022-11-23,pending sale,,
4286024231,"Andrews, Faith","Thompson, Tammy",2022-12-17,sold,1538788.81,4.848325283462257
1760349768,"Bright, Robert","Velazquez, Malik",2023-09-08,pending rental,,
1760349768,"Bright, Robert","Velazquez, Malik",2023-10-05,rented,2025.71,100
1715968843,"Diaz, Bianca","Kim, Brittany",2023-05-16,pending rental,,
1715968843,"Diaz, Bianca",,2023-06-09,relisted,,
7194795052,"Perry, Cynthia","Davila, Holly",2021-06-04,pending sale,,
7194795052,"Perry, Cynthia",,2021-06-12,relisted,,
5795803260,"Campbell, Christopher","Olsen, Nicole",2023-04-22,pending sale,,
5795803260,"Campbell, Christopher",,2023-05-04,relisted,,
6362898159,"Cameron, Katie","Fernandez, Tyler",2022-09-08,pending sale,,
6362898159,"Cameron, Katie","Fernandez, Tyler",2022-10-03,sold,1913560.29,5.640019831665629
4564193601,"Hodges, Patrick","Hancock, Rebecca",2023-11-20,pending rental,,
4564193601,"Hodges, Patrick",,2023-11-24,relisted,,
3975814583,"Willis, Stephanie","Perez, Bonnie",2024-05-01,pending rental,,
3975814583,"Willis, Stephanie","Perez, Bonnie",2024-05-10,rented,4920.2,100
8937688944,"Gonzales, Catherine","Krueger, Brian",2023-01-22,pending rental,,
8937688944,"Gonzales, Catherine","Krueger, Brian",2023-01-29,rented,2851.37,100
3260598147,"Carlson, Megan","Miller, Michael",2021-07-16,pending sale,,
3260598147,"Carlson, Megan","Miller, Michael",2021-08-13,sold,778743.66,3.7237094012227394
7188467880,"Thomas, Kenneth","Barrera, Michael",2021-08-07,pending sale,,
7188467880,"Thomas, Kenneth","Barrera, Michael",2021-08-18,sold,985731.47,4.706291800956063
3688491472,"Bradley, Michael","Hammond, Omar",2024-01-09,pending sale,,
3688491472,"Bradley, Michael",,2024-01-13,relisted,,
4345855194,"Greene, Courtney","Jensen, Lynn",2021-08-14,pending rental,,
4345855194,"Greene, Courtney","Jensen, Lynn",2021-08-19,rented,5096.76,100
5574984799,"Cox, Kathleen","Bryan, Jody",2021-11-23,pending sale,,
5574984799,"Cox, Kathleen","Bryan, Jody",2021-12-17,sold,2114757.99,5.736607113336493
9099579456,"Vaughan, Robert","Morris, Ian",2022-04-04,pending sale,,
9099579456,"Vaughan, Robert","Morris, Ian",2022-05-01,sold,505726.53,5.817489357751197
9792982315,"Walker, Aaron","Murphy, Blake",2024-03-18,pending sale,,
9792982315,"Walker, Aaron",,2024-03-24,relisted,,
5110463140,"Olson, Andrea","Green, Michael",2023-03-24,pending rental,,
5110463140,"Olson, Andrea",,2023-04-19,relisted,,
9443768210,"Garcia, Christopher","Clark, David",2021-08-17,pending sale,,
9443768210,"Garcia, Christopher","Clark, David",2021-08-29,sold,1781113.24,5.317592627736477
1491963486,"Mccann, Wendy","Fisher, Matthew",2021-09-11,pending sale,,
1491963486,"Mccann, Wendy",,2021-10-08,relisted,,
8181431696,"Jones, Sarah","Galvan, Reginald",2023-02-15,pending rental,,
8181431696,"Jones, Sarah","Galvan, Reginald",2023-03-15,rented,3003.6,100
2222824664,"Wheeler, Michelle","Edwards, Wanda",2022-06-07,pending rental,,
2222824664,"Wheeler, Michelle",,2022-06-16,relisted,,
5691965763,"Koch, Luis","Allen, Shirley",2023-05-02,pending rental,,
5691965763,"Koch, Luis",,2023-05-05,relisted,,
5520698574,"Meyer, Valerie","Armstrong, Christopher",2022-04-14,pending sale,,
5520698574,"Meyer, Valerie","Armstrong, Christopher",2022-04-23,sold,1948222.62,4.5805871881639515
1925569020,"Watson, Samantha","Mathews, Steven",2024-02-29,pending rental,,
1925569020,"Watson, Samantha","Mathews, Steven",2024-03-18,rented,5300.97,100
7463117378,"Willis, Stephanie","Reid, Timothy",2023-07-03,pending rental,,
7463117378,"Willis, Stephanie",,2023-07-26,relisted,,
9328896933,"Cruz, Connie","Howard, Kyle",2021-06-20,pending sale,,
9328896933,"Cruz, Connie","Howard, Kyle",2021-07-07,sold,2163346.27,5.884084812115204
4427362184,"Meyer, Valerie","Lyons, Daniel",2021-06-30,pending rental,,
4427362184,"Meyer, Valerie",,2021-07-13,relisted,,
5851651301,"Bradley, Michael","Small, Dennis",2024-05-03,pending rental,,
5851651301,"Bradley, Michael",,2024-05-11,relisted,,
2813459725,"Rios, Mary","Davis, Joseph",2022-04-15,pending rental,,
2813459725,"Rios, Mary","Davis, Joseph",2022-04-16,rented,3452.76,100
3651778050,"Brown, Ryan","Brown, Jerry",2023-10-09,pending rental,,
3651778050,"Brown, Ryan","Brown, Jerry",2023-11-02,rented,1657.85,100
9024622346,"Miller, Danielle","Nichols, Isaac",2023-04-05,pending rental,,
9024622346,"Miller, Danielle","Nichols, Isaac",2023-04-17,rented,2309.46,100
5531287440,"Davis, Craig","Webb, Erica",2021-09-18,pending sale,,
5531287440,"Davis, Craig","Webb, Erica",2021-09-19,sold,2188331.73,3.17879632337433
7524223587,"Mccann, Wendy","Huang, Richard",2024-02-22,pending sale,,
7524223587,"Mccann, Wendy",,2024-03-01,relisted,,
7834746786,"Cruz, Connie","Vaughan, Antonio",2024-01-15,pending rental,,
7834746786,"Cruz, Connie","Vaughan, Antonio",2024-02-02,rented,3617.34,100
4288821698,"Meyer, Valerie","Owens, Bryan",2021-11-18,pending sale,,
4288821698,"Meyer, Valerie",,2021-11-23,relisted,,
2643550874,"Olson, Andrea","Daniels, Matthew",2023-12-15,pending rental,,
2643550874,"Olson, Andrea","Daniels, Matthew",2023-12-17,rented,4789.71,100
5576100411,"White, Gregory","Anderson, Jacob",2023-04-22,pending sale,,
5576100411,"White, Gregory",,2023-04-24,relisted,,
2724784141,"Adams, Ashley","Moore, Cynthia",2022-02-01,pending rental,,
2724784141,"Adams, Ashley","Moore, Cynthia",2022-02-05,rented,4999.98,100
4824022936,"Bradley, Michael","Quinn, Brian",2022-01-28,pending rental,,
4824022936,"Bradley, Michael","Quinn, Brian",2022-02-10,rented,2182.09,100
3997291431,"Bradley, Michael","Fitzgerald, Michael",2022-08-19,pending rental,,
3997291431,"Bradley, Michael","Fitzgerald, Michael",2022-08-25,rented,4290.17,100
9131773229,"Garrett, Raymond","Sweeney, Michael",2023-05-19,pending rental,,
9131773229,"Garrett, Raymond",,2023-05-31,relisted,,
6227563700,"Miller, Alejandro","Jenkins, Marissa",2024-04-02,pending rental,,
6227563700,"Miller, Alejandro","Jenkins, Marissa",2024-05-01,rented,4583.69,100
